tabla,campo,etiqueta,bocultar,orden,formato,bverword
clivencimientosinf,campo18inf,Campo 18,0,,,
clivencimientosinf,campo19inf,Campo 19,0,,,
clivencimientosinf,campo1inf,Campo 1,0,,,
clivencimientosinf,campo20inf,Campo 20,0,,,
clivencimientosinf,campo21inf,Campo 21,0,,,
clivencimientosinf,campo22inf,Campo 22,0,,,
clivencimientosinf,campo23inf,Campo 23,0,,,
clivencimientosinf,campo24inf,Campo 24,0,,,
clivencimientosinf,campo25inf,Campo 25,0,,,
clivencimientosinf,campo26inf,Campo 26,0,,,
clivencimientosinf,campo27inf,Campo 27,0,,,
clivencimientosinf,campo28inf,Campo 28,0,,,
clivencimientosinf,campo29inf,Campo 29,0,,,
clivencimientosinf,campo2inf,Campo 2,0,,,
clivencimientosinf,campo30inf,Campo 30,0,,,
clivencimientosinf,campo3inf,Campo 3,0,,,
clivencimientosinf,campo4inf,Campo 4,0,,,
clivencimientosinf,campo5inf,Campo 5,0,,,
clivencimientosinf,campo6inf,Campo 6,0,,,
clivencimientosinf,campo7inf,Campo 7,0,,,
clivencimientosinf,campo8inf,Campo 8,0,,,
clivencimientosinf,campo9inf,Campo 9,0,,,
cobroparcial,descripcion,Tratamiento,0,,,0
cobroparcial,fecha,Fecha,0,,fecha,0
cobroparcial,importe,Importe,0,,dinero,0
cobrosanual,column1,Año,0,,,
cobrosanual,concepto,Concepto,0,,,
cobrosanual,formapago,Forma de Pago,0,,,
cobrosanual,total,Total Anual,0,,,
cobrosnotas,notasigu,Notas,0,,rtf,
colabora,codcolab,Código,1,,,
colabora,cuentabanco,CCC Colaborador,0,0,,1
colabora,email,Correo Electrónico,0,0,,1
colabora,Nacionalidad,Nacionalidad,0,0,,1
colabora,notas,Notas,0,0,rtf,1
colabora,pagweb,Página Web,0,0,,1
colabora,Perso1,Perso1,1,,,
colabora,Perso10,Perso10,1,,,
colabora,Perso2,Perso2,1,,,
colabora,Perso3,Perso3,1,,,
colabora,Perso4,Perso4,1,,,
colabora,Perso5,Perso5,1,,,
colabora,Perso6,Perso6,1,,,
colabora,Perso7,Perso7,1,,,
colabora,Perso8,Perso8,1,,,
colabora,Perso9,Perso9,1,,,
colabora,PersoFecha1,PersoFecha1,1,,fecha,
colabora,PersoFecha2,PersoFecha2,1,,fecha,
colabora,PersoFecha3,PersoFecha3,1,,fecha,
colabora,PersoLogic1,PersoLogic1,1,,,
colabora,PersoLogic2,PersoLogic2,1,,,
colabora,PersoLogic3,PersoLogic3,1,,,
colabora,PersoLogic4,PersoLogic4,1,,,
colabora,PersoLogic5,PersoLogic5,1,,,
colabora,PersoLogic6,PersoLogic6,1,,,
colabora,PersoNum1,PersoNum1,1,,,
colabora,PersoNum2,PersoNum2,1,,,
colabora,PersoNum3,PersoNum3,1,,,
colabora,PersoNum4,PersoNum4,1,,,
colabora,PersoNum5,PersoNum5,1,,,
colabora,scodpostalcol,Código Postal,0,0,,1
colabora,sdomiciliocol,Dirección,0,0,,1
colabora,sfaxcol,Fax,0,0,,1
colabora,smovilcol,Móvil,0,0,,1
colabora,snifcol,NIF/CIF,0,0,,1
colabora,snombrecol,Nombre,0,0,,1
colabora,spoblacioncol,Población,0,0,,1
colabora,sprovinciacol,Provincia,0,0,,1
colabora,stelefonocol,Teléfono 1,0,0,,1
colabora,telefono2,Teléfono 2,0,0,,1
colabora,telefono3,Teléfono 3,0,0,,1
colitiga,codcolit,Código,0,,,0
colitiga,cuentabanco,Cuenta Banco,0,,,0
colitiga,email,Email,0,,,0
colitiga,estado,Estado,0,,,0
colitiga,notas,Notas,0,,rtf,0
colitiga,pagweb,Web,0,,,0
colitiga,posicion,Posición,0,,,0
colitiga,scodpostalcol,Código Postal,0,,,0
colitiga,sdomiciliocol,Domicilio,0,,,0
colitiga,sfaxcol,Fax,0,,,0
colitiga,smovilcol,Movil,0,,,0
colitiga,snifcol,NIF,0,,,0
colitiga,snombreabocolit,Abogado,0,,,0
colitiga,snombrecol,Nombre,0,,,0
colitiga,sNombrePais,País,0,,,0
colitiga,snombreprocolit,Procurador,0,,,0
colitiga,spoblacioncol,Población,0,,,0
colitiga,sprovinciacol,Provincia,0,,,0
colitiga,stelefonocol,Teléfono,0,,,0
colitiga,telefono2,Teléfono 2,0,,,0
colitiga,telefono3,Teléfono 3,0,,,0
comision,baseimponible,Base Imp.,0,,,0
comision,concepto,Concepto,0,,,0
comision,fecha,Fecha CreaciÃ³n,0,,fecha,0
comision,fechaliquidacion,Fecha Pago,0,,fecha,0
comision,tipocomision,Tipo Comision,0,,,0
comision,tipoliquidacion,Liquidación,0,,,0
comision,totalirpf,IRPF,0,,,0
comision,totaliva,IVA,0,,,0
comunicarmn,nombreinterviniente,Nombre,1,,,
contacto,cargo,Cargo,0,,,0
contacto,codcontacto,Código,1,,,0
contacto,codpostal,Código Postal,0,,,0
contacto,codsubusu,Código Usuario,1,,,0
contacto,domicilio,Dirección,0,,,0
contacto,email1,Correo Electrónico 1,0,,,0
contacto,email2,Correo Electrónico 2,0,,,0
contacto,email3,Correo Electrónico 3,0,,,0
contacto,email4,Correo Electrónico 4,0,,,0
contacto,email5,Correo Electrónico 5,0,,,0
contacto,empresa,Empresa,0,,,0
contacto,fax,Fax,0,,,0
contacto,movil,Móvil,0,,,0
contacto,Nacionalidad,Nacionalidad,0,,,0
contacto,nif,NIF/CIF,0,,,0
contacto,nombre,Nombre,0,,,0
contacto,notas,Notas,0,,rtf,0
contacto,pagweb,Página Web,0,,,0
contacto,perso1,Perso1,0,,,0
contacto,perso10,perso10,1,,,0
contacto,perso2,perso2,1,,,0
contacto,perso3,perso3,1,,,0
contacto,perso4,perso4,1,,,0
contacto,perso5,perso5,1,,,0
contacto,perso6,perso6,1,,,0
contacto,perso7,perso7,1,,,0
contacto,perso8,perso8,1,,,0
contacto,perso9,perso9,1,,,0
contacto,persofecha1,persofecha1,1,,fecha,0
contacto,persofecha2,persofecha2,1,,fecha,0
contacto,persofecha3,persofecha3,1,,fecha,0
contacto,persologic1,persologic1,1,,,0
contacto,persologic2,persologic2,1,,,0
contacto,persologic3,persologic3,1,,,0
contacto,persologic4,persologic4,1,,,0
contacto,persologic5,persologic5,1,,,0
contacto,persologic6,persologic6,1,,,0
contacto,personum1,personum1,1,,,0
contacto,personum2,personum2,1,,,0
contacto,personum3,personum3,1,,,0
contacto,personum4,personum4,1,,,0
contacto,personum5,personum5,1,,,0
contacto,poblacion,Población,0,,,0
contacto,provincia,Provincia,0,,,0
contacto,telefono1,Teléfono 1,0,,,0
contacto,telefono2,Teléfono 2,0,,,0
contacto,telefono3,Teléfono 3,0,,,0
contacto,tipo,Tipo Contacto,0,,,0
contagastos,ACREEDOR,Acreedor,0,,,
contagastos,asiento,Asiento,0,,,
contagastos,baseimp,Importe,0,,,
contagastos,CAJABANCO,Caja/Banco,0,,,
contagastos,concepto,Concepto,0,,,
contagastos,ctaacreedor,Cuenta Acreedor,0,,,
contagastos,ctacajabanco,Cuenta Banco,0,,,
contagastos,ctagasto,Cuenta Gasto,0,,,
contagastos,ctairpf,Cuenta Irpf,0,,,
contagastos,ctaiva,Cuenta Iva,0,,,
contagastos,dcto,Dcto %,0,,,
contagastos,documento,Doc,0,,,
contagastos,ejercicio,Ejercicio,0,,,
contagastos,fecha,Fecha,0,,fecha,
contagastos,fechadocumento,Fecha Documento,0,,fecha,0
contagastos,formapago,Forma de Pago,0,,,
contagastos,GASTO,Gasto,0,,,
contagastos,id,id,1,,,
contagastos,importeirpf,Total IRPF,0,,,
contagastos,importeiva,Total IVA/IGIC,0,,,
contagastos,IRPF,IRPF,0,,,
contagastos,IVA,IVA/IGIC,0,,,
contagastos,nombre,Proveedor,0,,,
contagastos,porimpuesto,IVA/IGIC %,0,,,
contagastos,porirpf,IRPF %,0,,,
contagastos,poriva2,%IVA Conceptos,0,,,
contagastos,porrecargo,% Recargo,0,,,
contagastos,sConDirEn,Contacto,1,,,
contagastos,sCPDirEn,Código Postal Dir  Entrega,1,,,
contagastos,sCPProve,Código Postal,0,,,
contagastos,sDirEntrega,Dirección de Entrega,1,,,
contagastos,sDirProve,Dirección,0,,,
contagastos,sEmailConDirEn,Email Contacto,1,,,
contagastos,serie,Serie,0,,,
contagastos,snifcli,NIF/CIF,0,,,
contagastos,sPobDirEn,Población Dir  Entrega,1,,,
contagastos,sPobProve,Población,0,,,
contagastos,sProvDirEn,Provincia Dir  Entrega,1,,,
contagastos,sProvProve,Provincia,0,,,
contagastos,sTelConDirEn,Teléfono Contacto,1,,,
contagastos,total,Total,0,,,
contagastos,totaldctoeuro,Total Dcto,0,,,
contbase,baseimp,Cuota,0,,,
contbase,fecha,Fecha,0,,fecha,
contiae,fecha,Fecha,0,,fecha,
contiae,iae,IAE,0,,,
contirpf,fecha,Fecha,0,,fecha,
contirpf,irfp,IRPF,0,,,
contiva,fecha,Fecha,0,,fecha,
contiva,iva,IVA/IGIC,0,,,
contivaco,fecha,Fecha,0,,fecha,
contivaco,iva,Cuota IVA/IGIC,0,,,
contresul,fecha,Fecha,0,,fecha,
contresul,resultado,Resultado,0,,,
contresult,fecha,Fecha,0,,fecha,
contresult,resultado,Resultado,0,,,
controlcaja,fecha,Fecha,0,,fecha,
controlcaja,formapago,Forma Cobro/Pago,0,,,
controlcaja,total,Total,0,,,
controlcaja,totalentrada,Total Entrada,0,,,
controlcaja,totalsalida,Total Salida,0,,,
controlmutua,cobrado,Cobrado,0,,,
controlmutua,cobrar,Cobrar,0,,,
controlmutua,dfecha,Fecha Alta,0,,fecha,
controlmutua,dfechacobro,Fecha Cobro,0,,fecha,
controlmutua,dfechafact,Fecha Factura,0,,fecha,
controlmutua,facturado,Facturado,0,,,
controlmutua,facturar,Facturar,0,,,
controlmutua,fimporte,Importe,0,,,
controlmutua,inumfactura,Nº Factura,0,,,
controlmutua,numvolante,Nº Volante/Referencia,0,,,
controlmutua,sactuacion,Concepto,0,,,
controlmutua,serie,Serie,0,,,
controlmutua,snombrecli,Paciente,0,,,
controlmutua,snombremutua,Aseguradora,0,,,
controlmutua,SNOMSUBUSU,Usuario,0,,,
contsocie,fecha,Fecha,0,,fecha,
contsocie,impsocie,Cuota Impuesto Sociedades,0,,,
cuencli,asiento,Asiento,1,,,
cuencli,beneficio,Beneficio,0,,,
cuencli,bhonodcto,bhonodcto,1,,,
cuencli,bhonoproducto,bhonoproducto,1,,,
cuencli,calculo,Cálculo,1,,,
cuencli,campo1,Campo1,1,,,
cuencli,campo2,Campo2,1,,,
cuencli,campo3,Campo3,1,,,
cuencli,campo4,Campo4,1,,,
cuencli,campo5,Campo5,1,,,
cuencli,campofecha1,Campofecha1,1,,fecha,
cuencli,campofecha2,Campofecha2,1,,fecha,
cuencli,campofecha3,Campofecha3,1,,fecha,
cuencli,capituloconcepto,Capítulo,0,,,
cuencli,clasecuenta,Clase de Cuenta,0,,,
cuencli,cobradopresu,Cobrado Pr,1,,,
cuencli,codsubusu,Código Usuario,1,,,
cuencli,contpar1,Contrapartida 1,0,,,
cuencli,contpar2,Contrapartida 2,0,,,
cuencli,coste,Coste Unid,0,,,
cuencli,ctairpf,Cuenta Contable IRPF,0,,,
cuencli,ctaiva,Cuenta Contable IVA,0,,,
cuencli,CtaProvSupl,Cuenta Provisiones/Suplidos,0,,,
cuencli,cuenrealizada,Cuenta Realizada,0,,,
cuencli,dcto,dcto,1,,,
cuencli,dctolinea,%Descuento Línea,0,,,
cuencli,descripnotas,Descripción + Notas,0,,rtf,
cuencli,dFecha,Fecha,0,,fecha,1
cuencli,documento,Doc,0,,,
cuencli,facturado,Facturada,0,,,0
cuencli,facturadopresu,Facturado Pr,1,,,
cuencli,facturar,Facturar,0,,,
cuencli,fcambio,Cambio,1,,,
cuencli,fecharealizada,Fecha Realización,1,,fecha,
cuencli,FechaSeg,Fecha Seguimiento,1,,fecha,
cuencli,fentradas,Entradas Pesetas,1,,,
cuencli,fEntradasEuro,Entradas,0,,,1
cuencli,fentradasext,Entradas $,1,,,
cuencli,fpreciounitario,Precio Unidad,0,,dinero,
cuencli,fsalidas,Salidas Pesetas,1,,,
cuencli,fSalidasEuro,Salidas,0,,,1
cuencli,fsalidasext,Salidas $,1,,,
cuencli,honogasto,Honorarios Gasto,1,,,
cuencli,icodcli,icodcli,1,,,
cuencli,importe,Importe,0,,dinero,
cuencli,inumfactpresu,Núm Pr,1,,,
cuencli,inumfactura,Núm Factura,0,,,
cuencli,irpf,IRPF,1,,,
cuencli,iva,IVA,1,,,
cuencli,Linea,Línea,1,,,
cuencli,LineaSeg,Línea Seguimiento,1,,,
cuencli,me,me,1,,,
cuencli,notas,Notas,0,,rtf,1
cuencli,numexpediente,Núm Expediente,1,,,
cuencli,observaciones,Observaciones,0,,,
cuencli,pagado,Pagado Pr,1,,,
cuencli,pdtcobradopresu,Pdte Cobrar Pr,1,,,
cuencli,pdtfacturar,Pdte Facturar Pr,1,,,
cuencli,pdtpagado,Pdte Pagar Pr,1,,,
cuencli,porbeneficio,% Beneficio,0,,,
cuencli,porfacturado,% Facturado Pr,1,,,
cuencli,proveedor,Proveedor,0,,,
cuencli,publicar,Publicar,1,,,
cuencli,referencia,Referencia,0,,,0
cuencli,sDescripcion,Descripción,0,,,
cuencli,sTipo,Tipo Cuenta,0,,,
cuencli,subcapitulo,Subcapítulo,0,,,
cuencli,subusu,Código Usuario,1,,,
cuencli,total,Total,0,,dinero,
cuencli,unidades,Unidades,0,,,1
cuencli,yearconta,Año Contable,1,,,
cuencli,yearfact,Año Factura,0,,,
cuencli,yearfactpresu,Año Pr,1,,,
cuenexpe,acciones,Acciones/Participaciones,0,,,
cuenexpe,asiento,Asiento,1,,,
cuenexpe,baseimpmasivalineacta,Total Base Imp + Iva,0,,,0
cuenexpe,bhonodcto,bhonodcto,1,,,
cuenexpe,calculo,Cálculo,1,,,
cuenexpe,campo1,Campo1,1,,,
cuenexpe,campo2,Campo2,1,,,
cuenexpe,campo3,Campo3,1,,,
cuenexpe,campo4,Campo4,1,,,
cuenexpe,campo5,Campo5,1,,,
cuenexpe,campofecha1,Campofecha1,1,,fecha,
cuenexpe,campofecha2,Campofecha2,1,,fecha,
cuenexpe,campofecha3,Campofecha3,1,,fecha,
cuenexpe,capital,Capital,0,,,
cuenexpe,clipoten,Clientes Potenciales,0,,,
cuenexpe,codigo,Código,0,,,
cuenexpe,codsubusu,Código Usuario,1,,,
cuenexpe,concepto1gr1,concepto1gr1,1,,,
cuenexpe,concepto1gr2,concepto1gr2,1,,,
cuenexpe,concepto1gr3,concepto1gr3,1,,,
cuenexpe,concepto1gr4,concepto1gr4,1,,,
cuenexpe,concepto2gr1,concepto2gr1,1,,,
cuenexpe,concepto2gr2,concepto2gr2,1,,,
cuenexpe,concepto2gr3,concepto2gr3,1,,,
cuenexpe,concepto2gr4,concepto2gr4,1,,,
cuenexpe,concepto3gr1,concepto3gr1,1,,,
cuenexpe,concepto3gr2,concepto3gr2,1,,,
cuenexpe,concepto3gr3,concepto3gr3,1,,,
cuenexpe,concepto3gr4,concepto3gr4,1,,,
cuenexpe,concepto4gr1,concepto4gr1,1,,,
cuenexpe,concepto5gr1,concepto5gr1,1,,,
cuenexpe,contingenciafiscal,Contingencia Fiscal,0,,,
cuenexpe,contpar1,Contrapartida 1,1,,,
cuenexpe,contpar2,Contrapartida 2,1,,,
cuenexpe,ctairpf,Cta Irpf,0,,,
cuenexpe,ctaiva,Cta Iva,0,,,
cuenexpe,CtaProvSupl,Cuenta Provisiones/Suplidos,1,,,
cuenexpe,cuencont,Cuenta Contable,0,,,
cuenexpe,cuenrealizada,Cuenta Realizada,1,,,
cuenexpe,cuentabanco,Cuenta Banco,0,,,
cuenexpe,datosescrituras,Datos Escrituras,0,,,
cuenexpe,dcto,Dcto,0,,,
cuenexpe,descripnotas,Descripción + Notas,0,,rtf,
cuenexpe,dFecha,Fecha,0,0,fecha,1
cuenexpe,diacobro1gr1,diacobro1gr1,1,,,
cuenexpe,diacobro1gr2,diacobro1gr2,1,,,
cuenexpe,diacobro1gr3,diacobro1gr3,1,,,
cuenexpe,diacobro1gr4,diacobro1gr4,1,,,
cuenexpe,diacobro2gr1,diacobro2gr1,1,,,
cuenexpe,diacobro2gr2,diacobro2gr2,1,,,
cuenexpe,diacobro2gr3,diacobro2gr3,1,,,
cuenexpe,diacobro2gr4,diacobro2gr4,1,,,
cuenexpe,diacobro3gr1,diacobro3gr1,1,,,
cuenexpe,diacobro3gr2,diacobro3gr2,1,,,
cuenexpe,diacobro3gr3,diacobro3gr3,1,,,
cuenexpe,diacobro3gr4,diacobro3gr4,1,,,
cuenexpe,diacobro4gr1,diacobro4gr1,1,,,
cuenexpe,diacobro5gr1,diacobro5gr1,1,,,
cuenexpe,documento,Doc,1,,,
cuenexpe,email,Correo Electrónico,0,,,
cuenexpe,expediente,Núm de Expediente,1,,,
cuenexpe,facturado,Facturado,0,0,,
cuenexpe,facturar,Facturar,0,0,,
cuenexpe,fcambio,Cambio,1,,,
cuenexpe,fechaalta,Fecha Alta,0,,fecha,
cuenexpe,fechacaducidad,Fecha Caducidad Cargo,0,,fecha,
cuenexpe,fechaconsti,Fecha Constitución,0,,fecha,
cuenexpe,fechanacimiento,Fecha Nacimiento,0,,fecha,
cuenexpe,fechaorgadm,Fecha Organo Administración,0,,fecha,
cuenexpe,fechapermiso,Fecha Permiso,0,,fecha,
cuenexpe,fecharealizada,Fecha Realización,1,,fecha,
cuenexpe,FechaSeg,Fecha Seguimiento,1,,fecha,
cuenexpe,fentradas,Entradas Pesetas,1,,,
cuenexpe,fEntradasEuro,Entradas,0,0,,1
cuenexpe,fentradasext,Entradas $,1,,,
cuenexpe,formaorgadm,Forma Organo Administración,0,,,
cuenexpe,formapago1,formapago1,1,,,
cuenexpe,formapago2,formapago2,1,,,
cuenexpe,formapago3,formapago3,1,,,
cuenexpe,formapago4,formapago4,1,,,
cuenexpe,fpreciounitario,Precio Unidad,0,,,1
cuenexpe,fsalidas,Salidas Pesetas,1,,,
cuenexpe,fSalidasEuro,Salidas,0,0,,1
cuenexpe,fsalidasext,Salidas $,1,,,
cuenexpe,ftotaleuro,Total,1,,,
cuenexpe,honogasto,Honorarios/Gasto,1,,,
cuenexpe,icodcli,icodcli,1,,,
cuenexpe,importe1gr1,importe1gr1,1,,,
cuenexpe,importe1gr2,importe1gr2,1,,,
cuenexpe,importe1gr3,importe1gr3,1,,,
cuenexpe,importe1gr4,importe1gr4,1,,,
cuenexpe,importe2gr1,importe2gr1,1,,,
cuenexpe,importe2gr2,importe2gr2,1,,,
cuenexpe,importe2gr3,importe2gr3,1,,,
cuenexpe,importe2gr4,importe2gr4,1,,,
cuenexpe,importe3gr1,importe3gr1,1,,,
cuenexpe,importe3gr2,importe3gr2,1,,,
cuenexpe,importe3gr3,importe3gr3,1,,,
cuenexpe,importe3gr4,importe3gr4,1,,,
cuenexpe,importe4gr1,importe4gr1,1,,,
cuenexpe,importe5gr1,importe5gr1,1,,,
cuenexpe,iNumExp,Número Expediente,1,0,,
cuenexpe,inumfactura,Núm Factura,0,0,,
cuenexpe,irpf,IRPF,0,,,
cuenexpe,iva,IVA,0,,,
cuenexpe,iYear,Año Exp,1,,,
cuenexpe,librosoficiales,Libros Oficiales,0,,,
cuenexpe,Linea,Línea,1,,,
cuenexpe,LineaSeg,Línea Seguimiento,1,,,
cuenexpe,Nacionalidad,Nacionalidad,0,,,
cuenexpe,nie,NIE,0,,,
cuenexpe,notas,Notas,0,,rtf,1
cuenexpe,notas2,notas2,1,,rtf,
cuenexpe,notas3,notas3,1,,rtf,
cuenexpe,notas4,notas4,1,,rtf,
cuenexpe,notas5,notas5,1,,rtf,
cuenexpe,notas6,notas6,1,,rtf,
cuenexpe,notasigu,Notas Iguala,0,,rtf,
cuenexpe,numigu,Núm Iguala,0,,,
cuenexpe,objetosocial,Objeto Social,0,,,
cuenexpe,observaciones,Observaciones,1,,,
cuenexpe,pagweb,Página Web,0,,,
cuenexpe,pasaporte,Pasaporte,0,,,
cuenexpe,periodo1gr1,periodo1gr1,1,,,
cuenexpe,periodo1gr2,periodo1gr2,1,,,
cuenexpe,periodo1gr3,periodo1gr3,1,,,
cuenexpe,periodo1gr4,periodo1gr4,1,,,
cuenexpe,periodo2gr1,periodo2gr1,1,,,
cuenexpe,periodo2gr2,periodo2gr2,1,,,
cuenexpe,periodo2gr3,periodo2gr3,1,,,
cuenexpe,periodo2gr4,periodo2gr4,1,,,
cuenexpe,periodo3gr1,periodo3gr1,1,,,
cuenexpe,periodo3gr2,periodo3gr2,1,,,
cuenexpe,periodo3gr3,periodo3gr3,1,,,
cuenexpe,periodo3gr4,periodo3gr4,1,,,
cuenexpe,periodo4gr1,periodo4gr1,1,,,
cuenexpe,periodo5gr1,periodo5gr1,1,,,
cuenexpe,Perso1,Perso1,1,,,
cuenexpe,Perso10,Perso10,1,,,
cuenexpe,Perso11,Perso11,1,,,
cuenexpe,Perso12,Perso12,1,,,
cuenexpe,Perso13,Perso13,1,,,
cuenexpe,Perso14,Perso14,1,,,
cuenexpe,Perso15,Perso15,1,,,
cuenexpe,Perso16,Perso16,1,,,
cuenexpe,Perso17,Perso17,1,,,
cuenexpe,Perso18,Perso18,1,,,
cuenexpe,Perso19,Perso19,1,,,
cuenexpe,Perso2,Perso2,1,,,
cuenexpe,Perso20,Perso20,1,,,
cuenexpe,Perso21,Perso21,1,,,
cuenexpe,Perso22,Perso22,1,,,
cuenexpe,Perso23,Perso23,1,,,
cuenexpe,Perso24,Perso24,1,,,
cuenexpe,Perso25,Perso25,1,,,
cuenexpe,Perso26,Perso26,1,,,
cuenexpe,Perso27,Perso27,1,,,
cuenexpe,Perso28,Perso28,1,,,
cuenexpe,Perso29,Perso29,1,,,
cuenexpe,Perso3,Perso3,1,,,
cuenexpe,Perso30,Perso30,1,,,
cuenexpe,Perso31,Perso31,1,,,
cuenexpe,Perso32,Perso32,1,,,
cuenexpe,Perso33,Perso33,1,,,
cuenexpe,Perso34,Perso34,1,,,
cuenexpe,Perso35,Perso35,1,,,
cuenexpe,Perso36,Perso36,1,,,
cuenexpe,Perso37,Perso37,1,,,
cuenexpe,Perso38,Perso38,1,,,
cuenexpe,Perso39,Perso39,1,,,
cuenexpe,Perso4,Perso4,1,,,
cuenexpe,Perso40,Perso40,1,,,
cuenexpe,Perso5,Perso5,1,,,
cuenexpe,Perso6,Perso6,1,,,
cuenexpe,Perso7,Perso7,1,,,
cuenexpe,Perso8,Perso8,1,,,
cuenexpe,Perso9,Perso9,1,,,
cuenexpe,perso90,perso90,1,,,
cuenexpe,perso91,perso91,1,,,
cuenexpe,perso92,perso92,1,,,
cuenexpe,perso93,perso93,1,,,
cuenexpe,perso94,perso94,1,,,
cuenexpe,perso95,perso95,1,,,
cuenexpe,perso96,perso96,1,,,
cuenexpe,perso97,perso97,1,,,
cuenexpe,perso98,perso98,1,,,
cuenexpe,perso99,perso99,1,,,
cuenexpe,PersoFecha1,PersoFecha1,1,,fecha,
cuenexpe,PersoFecha2,PersoFecha2,1,,fecha,
cuenexpe,PersoFecha3,PersoFecha3,1,,fecha,
cuenexpe,PersoLogic1,PersoLogic1,1,,,
cuenexpe,PersoLogic2,PersoLogic2,1,,,
cuenexpe,PersoLogic3,PersoLogic3,1,,,
cuenexpe,PersoLogic4,PersoLogic4,1,,,
cuenexpe,PersoLogic5,PersoLogic5,1,,,
cuenexpe,PersoLogic6,PersoLogic6,1,,,
cuenexpe,PersoNum1,PersoNum1,1,,,
cuenexpe,PersoNum2,PersoNum2,1,,,
cuenexpe,PersoNum3,PersoNum3,1,,,
cuenexpe,PersoNum4,PersoNum4,1,,,
cuenexpe,PersoNum5,PersoNum5,1,,,
cuenexpe,publicar,Publicar,1,,,
cuenexpe,quiebra,Quiebra,0,,,
cuenexpe,refigu,Ref Iguala,0,,,
cuenexpe,regimenfiscal,Régimen Fiscal,0,,,
cuenexpe,riesgofiscal,Riesgo Fiscal,0,,,
cuenexpe,scodpostalcli,Código Postal,0,,,
cuenexpe,sDescripcion,Descripción,0,0,,1
cuenexpe,sdomiciliocli,Domicilio,0,,,
cuenexpe,sfaxcli,Fax,0,,,
cuenexpe,smovilcli,Móvil,0,,,
cuenexpe,snifcli,NIF/CIF,0,,,
cuenexpe,snombrecli,Nombre,0,,,
cuenexpe,socarchivo,Archivo,0,,,
cuenexpe,socfolio,Folio,0,,,
cuenexpe,sochoja,Hoja,0,,,
cuenexpe,sociedad,Sociedad,0,,,
cuenexpe,socienotas,Notas,1,,rtf,
cuenexpe,socinscripcion,Inscripción,0,,,
cuenexpe,socregistro,Registro,0,,,
cuenexpe,soctomo,Tomo,0,,,
cuenexpe,spoblacioncli,Población,0,,,
cuenexpe,sprovinciacli,Provincia,0,,,
cuenexpe,stelefonocli,Teléfono,0,,,
cuenexpe,sTipo,Tipo Cuenta,0,0,,1
cuenexpe,subusu,Código Usuario,0,0,,
cuenexpe,tarjetaresidencia,Tarjeta Residencia,0,,,
cuenexpe,telefono2,Teléfono 2,0,,,
cuenexpe,telefono3,Teléfono 3,0,,,
cuenexpe,tiempo,Tiempo,0,,tiempo,
cuenexpe,tiemposeg,Tiempo Segundos,0,,tiempo,
cuenexpe,tipoexp,Tipo Expediente,0,,,
cuenexpe,totivalineacta,Total IVA,0,,,0
cuenexpe,totprevias,Total Previas,0,,,
cuenexpe,totprovisiones,Total Provisiones,0,,,
cuenexpe,totsuplidos,Total Suplidos,0,,,
cuenexpe,ultfechaigu1,ultfechaigu1,1,,fecha,
cuenexpe,ultfechaigu2,ultfechaigu2,1,,fecha,
cuenexpe,ultfechaigu3,ultfechaigu3,1,,fecha,
cuenexpe,ultfechaigu4,ultfechaigu4,1,,fecha,
cuenexpe,unidades,Unidades,0,,,1
cuenexpe,valoracc,Valor Acciones/Participaciones,0,,,
cuenexpe,yearconta,Año Contable,1,,,
cuenexpe,yearfact,Año Factura,0,,,
dctotipoarticulo,dcto,Dcto,0,,,
dctotipoarticulo,tipoarticulo,Tipo de Artículo,0,,,
derechos,campo,Campo,1,,,
derechos,ctairpf,Cta Irpf,0,,,
derechos,ctaiva,Cta Iva/Igic,0,,,
derechos,ctapreser,Cta Prestaciones Servicios,0,,,
derechos,descripcion,Descripción,0,,,
derechos,FIMPORTE,Importe,1,,,
derechos,importe,Importe,0,,,
derechos,indice,Indice,1,,,
derechos,orden,Orden,0,,,
derechos,origenimporte,Origen Importe,1,,,
derechos,PORCIENTO,Porcentaje,1,,,
descuento,anticipo,Anticipo,0,,,0
descuento,fecha,Fecha,0,,fecha,0
descuento,fechaanticipo,Fecha Anticipo,0,,fecha,0
descuento,formacobro,Forma Cobro,0,,,0
descuento,importe,Importe,0,,dinero,0
descuento,tratamiento,Tratamiento,0,,,0
Descuentos,descripcion,Descripción,0,,,
Descuentos,importe,Importe,0,,,
Descuentos,orden,Orden,0,,,
diacuen,COBRADA,Cobrada,1,,,
diacuen,codigo,Código Expediente,1,,,
diacuen,codsubusu,Código Usuario,1,,,
diacuen,CONTRARIO,Contrario,1,,,
diacuen,dfecha,Fecha,0,,fecha,
diacuen,ESTADO,Estado,1,,,
diacuen,expediente,Núm Expediente,0,,,
diacuen,FECHAEXP,Fecha,1,,fecha,
diacuen,fentradaseuro,Entradas,0,,,
diacuen,fracobrada,Cobrada,0,,,
diacuen,fsalidaseuro,Salidas,0,,,
diacuen,honogasto,Gasto,0,,,
diacuen,icodcli,icodcli,1,,,
diacuen,inumfactura,Núm Factura,0,,,
diacuen,iyear,Año Exp,0,,,
diacuen,linea,Línea,1,,,
diacuen,nacionalidad,Nacionalidad,0,,,
diacuen,nomsubusu,Nombre Usuario,0,,,
diacuen,sdescripcion,Descripción,0,,,
diacuen,snombrecli,Cliente,0,,,
