id,idgrupo,nombre,texto,campo,campoVisualizacion,tipoFormato,filtroWhere,crearFormula,idtipogestor,codusu,calculado,expresion,visiblePanel,visibleForm,controlPadre,ordenPanel,ordenForm,orden,expresionUnBound,caseSql,kpi,filtro1,filtro2,ocultarIndicador,campoaux
1125,71,totalSaldoPaciente,Total Saldo Paciente,,bverodontograma[AND]bVerFacturacion[AND]!bOcultarIndicadoresEconom[AND]tipoficherocli:4:bcuencli,3,,0,38,,0,"Sum(coalesce(CR.totalCobrosTratamientos, 0)+coalesce(CR.totalCobrosMutua, 0)+coalesce(CR.totalCobrosTratamientosClientes, 0) - coalesce(CR.totalTratamientos, 0))",0,0,,,,-1125,,"coalesce(CR.totalCobrosTratamientos, 0)+coalesce(CR.totalCobrosMutua, 0)+coalesce(CR.totalCobrosTratamientosClientes, 0) - coalesce(CR.totalTratamientos, 0)",False,,,0,
1126,80,Núm. Compañías,Núm. Compañías,,,0,,0,44,,0,COUNT(icodcli),1,0,,,1,1,,1,False,,,0,
1127,80,Total Activos,Total Activos,,,2,activo = 1,0,44,,0,COUNT(icodcli),1,0,,,2,2,,"ISNULL(activo,0)",False,,,0,
1128,80,Bajas,% Bajas,,,4,,0,44,,1,([Nº Bajas] / [Núm. Compañías]) * 100,1,0,,,3,-1128,"Iif( [BoundNúm. Compañías] == 0, 0,    ToDecimal([BoundNº Bajas])/[BoundNúm. Compañías])",,False,,,0,
1130,48,Gastos,Gastos,,,3,,0,22,,0,sum(gasto),1,0,,,3,-1130,,f.totalgastoeuro,False,,,0,
1131,48,Importe Comisión,Importe Comisión,,bVerComisiones,3,,0,22,,0,sum(importeComision),1,0,,,15,-1131,,(SELECT sum(baseimponible) FROM comision c WHERE c.inumfacturarelacionado = f.inumfactura AND c.yearfactrelacionado = f.yearfact  ),False,,,0,
1132,,Núm. Inmuebles,Núm. Inmuebles,,,2,,0,70,,0,COUNT(icodcli),1,0,,,,,,,True,,,0,
1133,86,ingresosRealesTR,Ingresos Reales TR,,bMostrarPesoTarea,3,,0,50,,0,sum(ingresosRealesTR),0,1,,,22,-1133,,"COALESCE(r.ingresosRealesTR, 0) * COALESCE(oporcli.porcenpeso, 0)/100",True,,,0,
1134,86,margenRealTR,Margen Real TR,,bMostrarPesoTarea,3,,0,50,,0,sum(margenRealTR),0,1,,,23,-1134,,"(COALESCE(r.ingresosRealesTR, 0) * COALESCE(oporcli.porcenpeso, 0)/100 - (ISNULL(r.sumCosteSegcliNoGastos,0) + ISNULL(r.sumCosteSegcliGastos,0)))",True,,,0,
1135,127,resTiempoPrevisto,Tiempo Previsto,resTiempoPrevisto,,1,,0,71,,0,sum(resTiempoPrevisto),0,1,,,1,,,TR.tiempoPrevisto,False,,,0,
1136,127,resTiempoRealizado,Tiempo Realizado,resTiempoRealizado,,1,,0,71,,0,sum(resTiempoRealizado),0,1,,,2,,,TR.tiempoRealizado,False,,,0,
1137,127,resTiempoPendiente,Tiempo Pendiente,resTiempoPendiente,,1,,0,71,,0,sum(resTiempoPendiente),0,1,,,3,,,TR.tiempoPendiente,False,,,0,
1138,127,resDesviacionTiempo,Desviación Tiempo,resDesviacionTiempo,,1,,0,71,,0,sum(resDesviacionTiempo),0,1,,,4,,,TR.desviacionTiempo,False,,,0,
1139,127,resIngresosRealesTR,Ingresos Reales TR,resIngresosRealesTR,,3,,0,71,,0,sum(resIngresosRealesTR),0,1,,,5,,,TR.ingresosRealesTR,False,,,0,
1140,127,resMargenRealTR,Margen Real TR,resMargenRealTR,,3,,0,71,,0,sum(resMargenRealTR),0,1,,,6,,,TR.margenRealTR,False,,,0,
1141,127,resCosteReal,Coste Real,resCosteReal,,3,,0,71,,0,sum(resCosteReal),0,1,,,7,,,TR.costeReal,False,,,0,
1142,127,resCosteTiempoReal,Coste Tiempo Real,resCosteTiempoReal,,3,,0,71,,0,sum(resCosteTiempoReal),0,1,,,8,,,TR.costeTiempoReal,False,,,0,
1143,127,resOtrosGastosReal,Otros Gastos Real,resOtrosGastosReal,,3,,0,71,,0,sum(resOtrosGastosReal),0,1,,,9,,,TR.otrosGastosReal,False,,,0,
1144,4,Coste Previsto,Coste Previsto,costeprevisto,bMostrarPestanaCostesPrev,3,,0,2,,0,sum(costeprevisto),1,0,,,,-1144,,,True,,,0,
1145,4,Precio Previsto,Precio Previsto,precioprevisto,bMostrarPestanaCostesPrev,3,,0,2,,0,sum(precioprevisto),1,0,,,,-1145,,,True,,,0,
1146,4,Beneficio Previsto,Beneficio Previsto,beneficioprevisto,bMostrarPestanaCostesPrev,3,,0,2,,0,sum(beneficioprevisto),1,0,,,,-1146,,,True,,,0,
1147,,Importe Medio Entradas,Importe Medio Entradas,,,3,,0,13,,1,([Importe Entradas] / [Unidades Entrada]),0,1,,,3,-1147,"Iif( [BoundUnidades Entrada] == 0, 0,    ToDecimal( [BoundImporte Entradas])/[BoundUnidades Entrada] )",,False,,,0,
1148,,Unidades Entrada,Unidades Entrada,,,2,tipo like 'Entrada',0,13,,0,movstock.unidades ,0,0,,,3,-1148,,case when movstock.tipo like 'Entrada' then movstock.unidades else 0 end,False,,,0,
1149,,Importe Medio Salidas,Importe Medio Salidas,,,3,,0,13,,1,([Importe Salidas] / [Unidades Salidas]),0,1,,,3,-1149,"Iif( [BoundUnidades Salidas] == 0, 0,    ToDecimal( [BoundImporte Salidas])/[BoundUnidades Salidas] )",,False,,,0,
1150,,Unidades Salidas,Unidades Salidas,,,2,tipo like 'Salida',0,13,,0,movstock.unidades ,0,0,,,3,-1150,,case when movstock.tipo like 'Salida' then movstock.unidades else 0 end,False,,,0,
1151,,Coste Medio Entradas,Coste Medio Entradas,,,3,,0,13,,1,([Coste Entradas] / [Unidades Entrada]),0,1,,,3,-1151,"Iif( [BoundUnidades Entrada] == 0, 0,    ToDecimal( [BoundCoste Entradas])/[BoundUnidades Entrada] )",,False,,,0,
1152,,Coste Medio Salidas,Coste Medio Salidas,,,3,,0,13,,1,([Coste Salidas] / [Unidades Salidas]),0,1,,,3,-1152,"Iif( [BoundUnidades Salidas] == 0, 0,    ToDecimal( [BoundCoste Salidas])/[BoundUnidades Salidas] )",,False,,,0,
1153,,Importe Medio Entradas,Importe Medio Entradas,,,3,,0,55,,1,([precioConIva] / [udsEntradas]),0,1,,,3,,"Iif( [BoundudsEntradas] == 0, 0,    ToDecimal( [Boundpreciototalentradas])/[BoundudsEntradas] )",,False,,,0,
1154,,Importe Medio Salidas,Importe Medio Salidas,,,3,,0,55,,1,([precioConIva] / [udsSalidas]),0,1,,,3,,"Iif( [BoundudsEntradas] == 0, 0,    ToDecimal( [Boundpreciototalsalidas])/[BoundudsSalidas] )",,False,,,0,
1155,,Coste Medio Entradas,Coste Medio Entradas,,,3,,0,55,,1,([precioCoste] / [udsEntradas]),0,1,,,3,,"Iif( [BoundudsEntradas] == 0, 0,    ToDecimal( [Boundpreciocostetotalentradas])/[BoundudsEntradas] )",,False,,,0,
1156,,Coste Medio Salidas,Coste Medio Salidas,,,3,,0,55,,1,([precioCoste] / [udsSalidas]),0,1,,,3,,"Iif( [BoundudsSalidas] == 0, 0,    ToDecimal( [Boundpreciocostetotalsalidas])/[BoundudsSalidas] )",,False,,,0,
1157,104,Núm. Mín. Plazas Disponibles,Núm. Mín. Plazas Disponibles,,,2,,0,53,,0,MIN([Núm. Mín. Plazas Disponibles]),1,0,,,,-1157,,SR.numminplazasdisponibles,True,,,0,
1158,106,preciototalentradas,Importe Entradas,preciototalentradas,,0,,0,55,,0,sum(preciototalentradas),0,0,,,,,,,False,,,0,
1159,106,preciototalsalidas,Importe Salidas,preciototalsalidas,,0,,0,55,,0,sum(preciototalsalidas),0,0,,,,,,,False,,,0,
1160,106,preciocostetotalentradas,Coste Entradas,preciocostetotalentradas,,0,,0,55,,0,sum(preciocostetotalentradas),0,0,,,,,,,False,,,0,
1161,106,preciocostetotalsalidas,Coste Salidas,preciocostetotalsalidas,,0,,0,55,,0,sum(preciocostetotalsalidas),0,0,,,,,,,False,,,0,
1164,77,Nº Bajas,Nº Bajas,,,2,baja = 1,0,41,,0,COUNT(icodcli),0,0,,,3,-1164,,"ISNULL(baja,0)",False,,,0,
1165,63,Nº Bajas,Nº Bajas,,,2,baja = 1,0,30,,0,COUNT(icodcli),0,0,,,5,-1165,,"ISNULL(baja,0)",False,,,0,
1166,83,Nº Bajas,Nº Bajas,,,2,baja = 1,0,47,,0,COUNT(icodcli),0,0,,,2,-1166,,"ISNULL(baja,0)",False,,,0,
1167,80,Nº Bajas,Nº Bajas,,,2,baja = 1,0,44,,0,COUNT(icodcli),0,0,,,4,-1167,,"ISNULL(baja,0)",False,,,0,
1168,68,Nº Bajas,Nº Bajas,,,2,baja = 1,0,35,,0,COUNT(icodcli),0,0,,,3,-1168,,"ISNULL(baja,0)",False,,,0,
1169,64,Salidas-Entradas (Recobros),Salidas-Entradas (Recobros),,bVerCalculoIntereses,3,,0,32,,0,SUM(salidasMenosEntradasRecobros),1,0,,4,,-1169,,salidasMenosEntradasRecobros,False,,,0,
1170,48,Artículos,Artículos,,bMostarArticulos,3,,0,22,,0,sum(totarticuloeuro),1,0,,,4,4,,f.totarticuloeuro,False,,,0,
1171,48,Anticipos,Anticipos,,bveranticipo,3,,0,22,,0,sum(totanticipos),1,0,,,5,-1171,,f.totanticipos,False,,,0,
1172,48,Total,Total,,,3,,0,22,,0,sum(totaleuro),1,0,,,12,10,,f.totaleuro,False,,,0,
1173,4,Núm. Visitas,Núm. Visitas,numvisitas,bVerInmuebles,2,,0,2,,0,sum(numvisitas),1,0,,,1,-1173,,,True,,,0,
1174,1,TotalAsistencias,Total Asistencias,,false,2,act.tipo LIKE 'Asistencia',0,1,,0,count(linea),0,0,,,,-1174,,case when act.tipo LIKE 'Asistencia' then 1 else 0 end,True,,,0,
1175,1,TotalAsisAusen,TotalAsisAusen,,false,2,(act.tipo LIKE 'Asistencia' OR act.tipo LIKE 'Ausencia%'),0,1,,0,count(linea),0,0,,,,-1175,,case when act.tipo LIKE 'Asistencia' or act.tipo LIKE 'Ausencia%' then 1 else 0 end,True,,,0,
1176,1,%Asistencia,% Asistencias,,bcontrolcursos,4,,0,1,,1,([TotalAsistencias]/[TotalAsisAusen]) * 100,1,0,,,,-1176,"Iif( [BoundTotalAsisAusen] == 0, 0,    ToDecimal([BoundTotalAsistencias])/[BoundTotalAsisAusen]  )",,True,,,0,
1177,1,TotalAusencias,Total Ausencias,,false,2,act.tipo LIKE 'Ausencia%',0,1,,0,count(linea),0,0,,,,-1177,,case when act.tipo LIKE 'Ausencia%' then 1 else 0 end,True,,,0,
1178,1,%Ausencia,% Ausencias,,bcontrolcursos,4,,0,1,,1,([TotalAusencias]/[TotalAsisAusen]) * 100,1,0,,,,-1178,"Iif( [BoundTotalAsisAusen] == 0, 0,    ToDecimal([BoundTotalAusencias])/[BoundTotalAsisAusen]  )",,True,,,0,
1179,,Precio Coste Articulo,Precio Coste,,bMostarArticulos,3,stipo = 'articulo',0,3,,0,sum(articulos.preciocoste*cuentas.unidades),0,1,,,,,,articulos.preciocoste*cuentas.unidades,False,,,0,
1180,,Margen Articulo,Margen,,bMostarArticulos,3,stipo = 'articulo',0,3,,0,sum(cuentas.fsalidaseuro)-sum(articulos.preciocoste*cuentas.unidades),0,1,,,,,,cuentas.fsalidaseuro-(articulos.preciocoste*cuentas.unidades),False,,,0,
1189,73,Coste,Coste,preciocoste,,3,,0,40,,0,sum(preciocoste),0,0,,,,-1189,,act.preciocoste,False,,,0,
1190,91,Coste Real,Coste Real,,bMostrarPestanaTR,3,,0,40,,0,sum(preciocoste),0,0,,,20,,,"case when act.acturealizada = 1 and isnull(act.tipohistotr,0) in(1,2) then isnull(act.preciocoste,0)
		else 0 end",False,,,0,
1191,91,Coste Tiempo Real,Coste Tiempo Real,,bMostrarPestanaTR,3,,0,40,,0,sum(preciocoste),0,0,,,20,,,"case when act.acturealizada = 1 and act.tipohistotr = 1 then isnull(act.preciocoste,0)
		else 0 end",False,,,0,
1192,91,Otros Gastos Real,Otros Gastos Real,,bMostrarPestanaTR,3,,0,40,,0,sum(preciocoste),0,0,,,20,,,"case when act.acturealizada = 1 and act.tipohistotr = 2 then isnull(act.preciocoste,0)
		else 0 end",False,,,1,
1193,100,Coste Real,Coste Real,,bMostrarPestanaTR,3,,0,40,,0,sum(preciocoste),0,0,,,20,,,"case when act.acturealizada = 1 and isnull(act.tipohistotr,0) in(1,2) then isnull(act.preciocoste,0)
		else 0 end",False,,,0,
1194,100,Coste Tiempo Real,Coste Tiempo Real,,bMostrarPestanaTR,3,,0,40,,0,sum(preciocoste),0,0,,,20,,,"case when act.acturealizada = 1 and act.tipohistotr = 1 then isnull(act.preciocoste,0)
		else 0 end",False,,,0,
1195,100,Otros Gastos Real,Otros Gastos Real,,bMostrarPestanaTR,3,,0,40,,0,sum(preciocoste),0,0,,,20,,,"case when act.acturealizada = 1 and act.tipohistotr = 2 then isnull(act.preciocoste,0)
		else 0 end",False,,,1,
1196,99,Coste Real,Coste Real,,bMostrarPestanaTR,3,,0,40,,0,sum(preciocoste),0,0,,,20,,,"case when act.acturealizada = 1 and isnull(act.tipohistotr,0) in(1,2) then isnull(act.preciocoste,0)
		else 0 end",False,,,0,
1197,99,Coste Tiempo Real,Coste Tiempo Real,,bMostrarPestanaTR,3,,0,40,,0,sum(preciocoste),0,0,,,20,,,"case when act.acturealizada = 1 and act.tipohistotr = 1 then isnull(act.preciocoste,0)
		else 0 end",False,,,0,
1198,99,Otros Gastos Real,Otros Gastos Real,,bMostrarPestanaTR,3,,0,40,,0,sum(preciocoste),0,0,,,20,,,"case when act.acturealizada = 1 and act.tipohistotr = 2 then isnull(act.preciocoste,0)
		else 0 end",False,,,1,
1199,62,Total Base Imponible,Total Facturado (B.I.),,bVerFacturacion[AND]bcuencli[AND]!bOcultarIndicadoresEconom,3,,0,31,,0,SUM([Total Base Imponible]),0,0,,,,-1199,,"ISNULL(CR.totalbaseimponible , 0) + ISNULL(CR.totalbaseimponibleExp, 0)",False,,,0,
1200,71,Total Base Imponible,Total Facturado (B.I.),,bVerFacturacion[AND]!bOcultarIndicadoresEconom[AND]tipoficherocli:4:bcuencli,3,,0,38,,0,SUM([Total Base Imponible]),0,0,,,,-1200,,"ISNULL(CR.totalbaseimponible , 0) + ISNULL(CR.totalbaseimponibleExp, 0)",False,,,0,
1201,72,Total Base Imponible,Total Facturado (B.I.),,bVerFacturacion[AND]!bOcultarIndicadoresEconom[AND]tipoficherocli:5:bcuencli,3,,0,39,,0,SUM([Total Base Imponible]),0,0,,,,-1201,,"ISNULL(CR.totalbaseimponible , 0) + ISNULL(CR.totalbaseimponibleExp, 0)",False,,,0,
1202,78,Total Base Imponible,Total Facturado (B.I.),,bVerFacturacion[AND]bcuenotros[AND]!bOcultarIndicadoresEconom,3,,0,42,,0,SUM([Total Base Imponible]),0,0,,,,-1202,,"ISNULL(CR.totalbaseimponible , 0) + ISNULL(CR.totalbaseimponibleExp, 0)",False,,,0,
1203,81,Total Base Imponible,Total Facturado (B.I.),,!bOcultarIndicadoresEconom,3,,0,45,,0,SUM([Total Base Imponible]),0,0,,,,-1203,,"ISNULL(CR.totalbaseimponible , 0) + ISNULL(CR.totalbaseimponibleExp, 0)",False,,,0,
1204,82,Total Base Imponible,Total Facturado (B.I.),,bVerFacturacion[AND]tipoficherocli:11:bcuencli[AND]!bOcultarIndicadoresEconom,3,,0,46,,0,SUM([Total Base Imponible]),0,0,,,,-1204,,"ISNULL(CRES.totalbaseimponible , 0) + ISNULL(CRES.totalbaseimponibleExp, 0)",False,,,0,
1205,83,Total Base Imponible,Total Facturado (B.I.),,bVerFacturacion[AND]tipoficherocli:7:bcuencli[AND]!bOcultarIndicadoresEconom,3,,0,47,,0,SUM([Total Base Imponible]),0,0,,,,-1205,,"ISNULL(CR.totalbaseimponible , 0) + ISNULL(CR.totalbaseimponibleExp, 0)",False,,,0,
1223,,Número,Número,,,2,,0,74,,0,count(id),1,0,,,,,,1,False,,,0,
1224,,Realizados,Enviados,,,2,realizado = 1,0,74,,0,count(id),1,0,,,,,,1,False,,,0,
1225,,Pendientes,Programados,,,2,realizado = 0,0,74,,0,count(id),1,0,,,,,,1,False,,,0,
1230,1,cliHuecosDisp,Huecos Disponibles,huecosdisponibles,,2,,0,1,,0,sum(huecosdisponibles),0,1,,,,,,,False,,,0,
1232,104,Valor Comision,Valor Comisión,Valor Comision,bVerComisiones,3,,0,53,,0,"sum(comision.baseimponible + coalesce(comision.totaliva, 0) - coalesce(comision.totalirpf, 0))",0,0,,,,,,"comision.baseimponible + coalesce(comision.totaliva, 0) - coalesce(comision.totalirpf, 0)",False,,,0,
1233,88,Tiempo Jornada Laboral (con descanso),Horas Trabajadas,,bTiempoDescansoLaboral,1,sactuacion LIKE 'Jornada Laboral' OR sactuacion LIKE 'Descanso',0,40,,0,sum(tiempo),1,0,,,2,3,,case when sactuacion like 'Jornada Laboral' OR sactuacion like 'Descanso' then tiempo else 0 end,False,,,0,
1234,98,Tiempo Jornada Laboral (con descanso),Horas Trabajadas,,bTiempoDescansoLaboral,1,sactuacion LIKE 'Jornada Laboral' OR sactuacion LIKE 'Descanso',0,40,,0,sum(tiempo),1,0,,,2,3,,case when sactuacion like 'Jornada Laboral' OR sactuacion like 'Descanso' then tiempo else 0 end,False,,,0,
100368,1,100368,DECIMAL CLIENTE,,,0,,0,1,,1,SUM(100368),1,1,,,,-100368,#PERSO#[100368],,True,,,0,
100369,1,100369,DECIMAL 2,,,0,,0,1,,1,SUM(100369),1,1,,,,-100369,#PERSO#[100369],,True,,,0,
600368,13,600368,DECIMAL CLIENTE,,,0,,0,6,,1,SUM(600368),1,1,,,,-600368,#PERSO#[600368],,False,,,0,
600369,13,600369,DECIMAL 2,,,0,,0,6,,1,SUM(600369),1,1,,,,-600369,#PERSO#[600369],,False,,,0,
3100368,62,3100368,DECIMAL CLIENTE,,,0,,0,31,,1,SUM(3100368),1,1,,,,-3100368,#PERSO#[3100368],,False,,,0,
3100369,62,3100369,DECIMAL 2,,,0,,0,31,,1,SUM(3100369),1,1,,,,-3100369,#PERSO#[3100369],,False,,,0,
5000159,86,5000159,Importe,,,0,,0,50,,0,SUM(5000159),1,1,,,,-5000159,#PERSO#[5000159],,True,,,0,
10100003,1,Tiempo En Sala de Espera,Tiempo En Sala de Espera,,bVerCampoEstadoCita,1,,0,1,,0,SUM([Tiempo En Sala de Espera]),1,1,,,,-10100003,,(SELECT SUM(tiempo) FROM historialEstadoCita WHERE idEstado = 3 AND idAct = act.id),True,,,0,
10100004,1,Tiempo En Consulta,Tiempo En Consulta,,bVerCampoEstadoCita,1,,0,1,,0,SUM([Tiempo En Consulta]),1,1,,,,-10100004,,(SELECT SUM(tiempo) FROM historialEstadoCita WHERE idEstado = 4 AND idAct = act.id),True,,,0,
11100003,1,Tiempo Medio En Sala de Espera,Tiempo Medio En Sala de Espera,,bVerCampoEstadoCita,1,,0,1,,1,SUM([Tiempo En Sala de Espera])/[Cantidad],1,1,,,,-11100003,"Iif([BoundCantidad] == 0, 0,  ([BoundTiempo En Sala de Espera]) / [BoundCantidad])",,True,,,0,
11100004,1,Tiempo Medio En Consulta,Tiempo Medio En Consulta,,bVerCampoEstadoCita,1,,0,1,,1,SUM([Tiempo En Consulta])/[Cantidad],1,1,,,,-11100004,"Iif([BoundCantidad] == 0, 0,  ([BoundTiempo En Consulta]) / [BoundCantidad])",,True,,,0,
