idfiltro,idtipogestor,nombre,imagen,texto,usarForm,consultaSql,tipoFiltro,campo,winform,webpage,dinamico,subTipo,orden,tabla,grupo,descripcion,campoVisualizacion,usarEtiquetasIni,desglosable,nivelFiltro,otroscampos,valorDefecto,verFiltroDefecto,partesqlfiltro,filtroDataTable,disponible
1104,28,Estado,,Estado,0,,0,estado,,,0,1,,0,,Estado,,0,,0,,,0,,,1
1105,28,Traspasado,,Traspasado,0,(facturada=1),0,facturada,,,0,0,,0,factura,Traspasado,,0,,0,,,0,,,1
1106,28,No Traspasado,,No Traspasado,0,(facturada=0 or facturada is null),0,facturada,,,0,0,,0,factura,No Traspasado,,0,,0,,,0,,,1
1107,28,Nombre,,Nombre,0,,0,nombrecli,,,0,1,,0,,Nombre,,0,,0,,,0,,,1
1108,28,Nif/Cif,,NIF/CIF,0,,0,nifcli,,,0,1,,0,,Nif/Cif,,0,,0,,,0,,,1
1109,28,Total,,Total,0,,0,totaleuro,,,0,3,,0,,Total,,0,,0,,,0,,,1
1110,28,Irpf,,Con IRPF,0,(totalirpfeuro<>0),0,totalirpfeuro,,,0,0,,0,irpf,Irpf,,0,,0,,,0,,,1
1111,28,No Irpf,,Sin IRPF,0,(totalirpfeuro is null or totalirpfeuro=0),0,totalirpfeuro,,,0,0,,0,irpf,No Irpf,,0,,0,,,0,,,1
1112,28,Núm. Titular,,Núm. Titular,0,,0,codigo,,,0,3,,0,,Código,,0,,0,,,0,,,1
1113,28,Fecha,,Fecha Presupuesto,0,,2,fecha,,,0,0,,0,,Fecha Presupuesto,,0,,0,,,1,,,1
1114,29,Bases de Datos,,Bases de Datos,0,,0,,,,0,5,,0,,Bases de Datos,,0,,0,,,1,,,1
1115,29,Cliente,,EtiqClientesProp,0,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 0",0,icodcli,,,0,2,,0,,Cliente,,1,,0,,,1,,,1
1116,29,Pacientes,,Pacientes,0,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 4",0,icodcli,,,0,2,,0,,Pacientes,bverpaciente,0,,0,,,1,,,1
1117,29,Mutuas,,Aseguradoras,0,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 8",0,icodcli,,,0,2,,0,,Aseguradoras,bvermutua,0,,0,,,0,,,1
1118,29,Mascotas,,EtiqMascotasProp,0,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 7",0,icodcli,,,0,2,,0,,,bvermascota,1,,0,,,0,,,1
1119,29,Compañías,,Compañías,0,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 6",0,icodcli,,,0,2,,0,,Compañías,bvercompania,0,,0,,,0,,,1
1120,29,Alumnos,,Alumnos,0,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 5",0,icodcli,,,0,2,,0,,Alumnos,bveralumno,0,,0,,,0,,,1
1121,29,Voluntarios,,Voluntarios,0,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 10",0,icodcli,,,0,2,,0,,Voluntarios,bvervoluntarios,0,,0,,,0,,,1
1122,29,Clientes Potenciales,,Clientes Potenciales,0,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 2",0,icodcli,,,0,2,,0,,Clientes Potenciales,clipot|1,0,,0,,,0,,,1
1123,29,Financieras,,Financieras,0,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 11",0,icodcli,,,0,2,,0,,Financieras,bverfinancieras,0,,0,,,0,,,1
1124,29,Tercera Edad,,Tercera Edad,0,"select icodcli, snombrecli, codigo, tipobd from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 12",0,icodcli,,,0,2,,0,,Tercera Edad,bverterceraedad,0,,0,,,0,,,1
1125,29,Número,,Número,0,,0,inumfactura,,,0,3,,0,,Número,,0,,0,,,0,,,1
1126,29,Usuario,,cliUsuario,0,"select  icodsubusu, nombre, estadocli, 0 as MARCA  from(
select icodsubusu, nombre, estadocli from advabousu[empresa].dbo.subusu  
left join advabousu[empresa].dbo.clientes c on subusu.icodsubusu = c.codsubusu and c.tipobd = 1
union all
select 0 as icodsubusu, 'DESPACHO' as nombre, 'Alta' as estadocli) T",0,codsubusu,,,0,2,,0,,Usuario,,1,,0,,,0,,,1
1127,29,Núm Documento,,Núm Documento,0,,0,inumfacturada,,,0,3,,0,,Núm Documento,,0,,0,,,0,,,1
1128,29,Estado,,Estado,0,,0,estado,,,0,1,,0,,Estado,,0,,0,,,0,,,1
1129,29,Traspasado,,Traspasado,0,(facturada=1),0,facturada,,,0,0,,0,,Traspasado,,0,,0,,,0,,,1
1130,29,No Traspasado,,No Traspasado,0,(facturada=0 or facturada is null),0,facturada,,,0,0,,0,,No Traspasado,,0,,0,,,0,,,1
1131,29,Nombre,,Nombre,0,,0,nombrecli,,,0,1,,0,,Nombre,,0,,0,,,0,,,1
1132,29,Nif/Cif,,Nif/Cif,0,,0,nifcli,,,0,1,,0,,Nif/Cif,,0,,0,,,0,,,1
1133,29,Total,,Total,0,,0,totaleuro,,,0,3,,0,,Total,,0,,0,,,0,,,1
1134,29,Irpf,,Con IRPF,0,(totalirpfeuro<>0),0,totalirpfeuro,,,0,0,,0,,Irpf,,0,,0,,,0,,,1
1135,29,No Irpf,,Sin IRPF,0,(totalirpfeuro is null or totalirpfeuro=0),0,totalirpfeuro,,,0,0,,0,,No Irpf,,0,,0,,,0,,,1
1136,29,Núm. Titular,,Núm. Titular,0,,0,codigo,,,0,3,,0,,Código,,0,,0,,,0,,,1
1137,29,Fecha,,Fecha,0,,2,fecha,,,0,0,,0,,Fecha,,0,,0,,,0,,,1
1152,22,Referencia,,Referencia,0,,0,referencia,,,0,1,28,0,,Referencia,,0,,0,,,0,,,1
1188,31,Empresa,,Empresa,0,,0,,,,0,8,1,0,,,,0,,0,,,1,,,1
1189,31,Clientes,,EtiqClientesProp,0,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 0
",0,icodcli,,,0,2,100,0,,,,1,,0,,,1,,,1
1190,31,Provincia,,Provincia,0,"SELECT id,nombre FROM provincias",0,sprovinciacli,,,0,2,100,0,,,,0,,0,,,1,,,1
1191,31,País,,País,0,"SELECT id, nombre FROM paises",0,snombrepais,,,0,2,100,0,,,,0,,0,,,0,,,1
1192,31,Móvil,,Móvil,0,,0,smovilcli,,,0,1,100,0,,,,0,,0,,,0,,,1
1193,31,Con Correo,,Con Correo,0,email <> '',0,email,,,0,0,100,0,Correo,,,0,,0,,,1,,,1
1194,31,Sin Correo,,Sin Correo,0,email = '' OR email IS NULL,0,email,,,0,0,100,0,Correo,,,0,,0,,,1,,,1
1195,31,Teléfono,,Teléfono,0,,0,stelefonocli,,,0,1,100,0,,,,0,,0,,,0,,,1
1196,31,Estado,,Estado,0,"SELECT estado,entidad FROM [[instancia]advabousu[empresa]].dbo.Estados WHERE entidad like 'clientes_0'",0,estadocli,,,0,2,100,0,,,,0,,0,,,1,,,1
1197,31,Tipo Cliente,,EtiqTipoCliente,0,"SELECT tipocliente as tipofichero, tabla, CAST(id AS VARCHAR) AS campo FROM [[instancia]advabousu[empresa]].dbo.ContadorTiposCliente WHERE tabla = 'clientes'",0,tipofichero,,,0,2,100,0,,,,1,,0,,,1,,,1
1198,31,Núm. Actuaciones,,Núm. Actuaciones,0,,0,numactuaciones,,,0,3,100,0,,,!esFreemiumFactu,0,,0,,,0,,,1
1199,31,Act. Retrasadas,,Act. Atrasadas,0,,0,numactretrasadas,,,0,3,100,0,,,!esFreemiumFactu,0,,0,,,0,,,1
1200,31,Dormido Historial,,Dormido Historial,0,"select valor,codigo  from (select 'Sí', 1 union select 'No', 0) AS Valores(valor, codigo)",0,dormidohistorial,,,0,2,100,0,,,!esFreemiumFactu,0,,0,,,1,,,1
1201,31,Dormido Económico,,Dormido Económico,0,"select valor,codigo  from (select 'Sí', 1 union select 'No', 0) AS Valores(valor, codigo)",0,dormidoeconomico,,,0,2,100,0,,,bVerFacturacion[AND]bcuencli,0,,0,,,1,,,1
1202,31,Días de Morosidad,,Días de Morosidad,0,,0,diasmorosidad,,,0,3,100,0,,,bVerFacturacion[AND]bcuencli,0,,0,,,0,,,1
1203,31,Imp. Cobros Futuros,,Imp. Cobros Pdtes.,0,,0,saldopendiente,,,0,3,100,0,,,bVerFacturacion[AND]bcuencli,0,,0,,,0,,,1
1204,31,Imp. Cobros Pdtes.,,Imp. Cobros Vencidos Pdtes.,0,,0,saldovencidonocobrado,,,0,3,100,0,,,bVerFacturacion[AND]bcuencli,0,,0,,,0,,,1
1205,31,Total Cobrado,,Total cobrado,0,,0,totalcobradocli,,,0,3,100,0,,,bVerFacturacion[AND]bcuencli,0,,0,,,0,,,1
1290,31,nie,,etiotrodatosnie|0,0,,0,nie,,,0,1,100,0,,,bverotrosdatosniecli,4,,0,,,0,,,1
1291,31,pasaporte,,etiotrodatospasaporte|0,0,,0,pasaporte,,,0,1,100,0,,,bverotrosdatospasaportecli,4,,0,,,0,,,1
1292,31,tarjetaresidencia,,etiotrodatostarjetaresidencia|0,0,,0,tarjetaresidencia,,,0,1,100,0,,,bverotrosdatostarjetaresidenciacli,4,,0,,,0,,,1
1293,31,campo21,,etiotrodatoscampo21|0,0,,0,campo21,,,0,1,100,0,,,bverotrosdatoscampo21cli,4,,0,,,0,,,1
1294,31,campo22,,etiotrodatoscampo22|0,0,,0,campo22,,,0,1,100,0,,,bverotrosdatoscampo22cli,4,,0,,,0,,,1
1295,31,campo23,,etiotrodatoscampo23|0,0,,0,campo23,,,0,1,100,0,,,bverotrosdatoscampo23cli,4,,0,,,0,,,1
1296,31,campo24,,etiotrodatoscampo24|0,0,,0,campo24,,,0,1,100,0,,,bverotrosdatoscampo24cli,4,,0,,,0,,,1
1297,31,origen,,etiotrodatosorigen|0,0,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'origen'",0,origen,,,0,1,100,0,,,bverotrosdatosorigencli,4,,0,,,0,,,1
1298,31,zona,,etiotrodatoszona|0,0,"SELECT valor,tabla,campo FROM [[instancia]advabousu[empresa]].dbo.combovalores WHERE tabla LIKE 'clientes' AND campo LIKE 'zona'",0,zona,,,0,1,100,0,,,bverotrosdatoszonacli,4,,0,,,0,,,1
1299,31,empresa,,etiotrodatosempresa|0,0,,0,empresa,,,0,1,100,0,,,bverotrosdatosempresacli,4,,0,,,0,,,1
1300,31,departamento,,etiotrodatosdepartamento|0,0,,0,departamento,,,0,1,100,0,,,bverotrosdatosdepartamentocli,4,,0,,,0,,,1
1301,31,cargo,,etiotrodatoscargo|0,0,,0,cargo,,,0,1,100,0,,,bverotrosdatoscargocli,4,,0,,,0,,,1
1302,31,numempleados,,etiotrodatosnumempleados|0,0,,0,numempleados,,,0,3,100,0,,,bverotrosdatosnumempleadoscli,4,,0,,,0,,,1
1303,31,sector,,etiotrodatossector|0,0,,0,sector,,,0,1,100,0,,,bverotrosdatossectorcli,4,,0,,,0,,,1
1304,31,fechanacimiento,,etiotrodatosfechanacimiento|0,0,,0,fechanacimiento,,,0,13,100,0,,,,4,,0,,,0,,,1
1305,31,fechapermiso,,etiotrodatosfechapermiso|0,0,,0,fechapermiso,,,0,6,100,0,,,bverotrosdatosfechapermisocli,4,,0,,,0,,,1
1306,31,campofecha9,,etiotrodatosfecha9|0,0,,0,campofecha9,,,0,6,100,0,,,bverotrosdatosfecha9cli,4,,0,,,0,,,1
1307,31,campofecha10,,etiotrodatosfecha10|0,0,,0,campofecha10,,,0,6,100,0,,,bverotrosdatosfecha10cli,4,,0,,,0,,,1
1308,31,campofecha11,,etiotrodatosfecha11|0,0,,0,campofecha11,,,0,6,100,0,,,bverotrosdatosfecha11cli,4,,0,,,0,,,1
1309,31,campofecha12,,etiotrodatosfecha12|0,0,,0,campofecha12,,,0,6,100,0,,,bverotrosdatosfecha12cli,4,,0,,,0,,,1
1310,31,campofecha13,,etiotrodatosfecha13|0,0,,0,campofecha13,,,0,6,100,0,,,bverotrosdatosfecha13cli,4,,0,,,0,,,1
1311,31,campo1,,etiotrodatoscampo1|0,0,,0,campo1,,,0,1,100,0,,,bverotrosdatoscampo1cli,4,,0,,,0,,,1
1312,31,campo2,,etiotrodatoscampo2|0,0,,0,campo2,,,0,1,100,0,,,bverotrosdatoscampo2cli,4,,0,,,0,,,1
1313,31,campo3,,etiotrodatoscampo3|0,0,,0,campo3,,,0,1,100,0,,,bverotrosdatoscampo3cli,4,,0,,,0,,,1
1314,31,campo4,,etiotrodatoscampo4|0,0,,0,campo4,,,0,1,100,0,,,bverotrosdatoscampo4cli,4,,0,,,0,,,1
1315,31,campo5,,etiotrodatoscampo5|0,0,,0,campo5,,,0,1,100,0,,,bverotrosdatoscampo5cli,4,,0,,,0,,,1
1316,31,campo6,,etiotrodatoscampo6|0,0,,0,campo6,,,0,1,100,0,,,bverotrosdatoscampo6cli,4,,0,,,0,,,1
1317,31,campo7,,etiotrodatoscampo7|0,0,,0,campo7,,,0,1,100,0,,,bverotrosdatoscampo7cli,4,,0,,,0,,,1
1318,31,campo8,,etiotrodatoscampo8|0,0,,0,campo8,,,0,1,100,0,,,bverotrosdatoscampo8cli,4,,0,,,0,,,1
1319,31,campo9,,etiotrodatoscampo9|0,0,,0,campo9,,,0,1,100,0,,,bverotrosdatoscampo9cli,4,,0,,,0,,,1
1320,31,campo10,,etiotrodatoscampo10|0,0,,0,campo10,,,0,1,100,0,,,bverotrosdatoscampo10cli,4,,0,,,0,,,1
1321,31,campo11,,etiotrodatoscampo11|0,0,,0,campo11,,,0,1,100,0,,,bverotrosdatoscampo11cli,4,,0,,,0,,,1
1322,31,campo12,,etiotrodatoscampo12|0,0,,0,campo12,,,0,1,100,0,,,bverotrosdatoscampo12cli,4,,0,,,0,,,1
1323,31,campo13,,etiotrodatoscampo13|0,0,,0,campo13,,,0,1,100,0,,,bverotrosdatoscampo13cli,4,,0,,,0,,,1
1324,31,campo14,,etiotrodatoscampo14|0,0,,0,campo14,,,0,1,100,0,,,bverotrosdatoscampo14cli,4,,0,,,0,,,1
1325,31,campo15,,etiotrodatoscampo15|0,0,,0,campo15,,,0,1,100,0,,,bverotrosdatoscampo15cli,4,,0,,,0,,,1
1326,31,campo16,,etiotrodatoscampo16|0,0,,0,campo16,,,0,1,100,0,,,bverotrosdatoscampo16cli,4,,0,,,0,,,1
1327,31,campo17,,etiotrodatoscampo17|0,0,,0,campo17,,,0,1,100,0,,,bverotrosdatoscampo17cli,4,,0,,,0,,,1
1328,31,campo18,,etiotrodatoscampo18|0,0,,0,campo18,,,0,1,100,0,,,bverotrosdatoscampo18cli,4,,0,,,0,,,1
1329,31,campo19,,etiotrodatoscampo19|0,0,,0,campo19,,,0,1,100,0,,,bverotrosdatoscampo19cli,4,,0,,,0,,,1
1330,31,campo20,,etiotrodatoscampo20|0,0,,0,campo20,,,0,1,100,0,,,bverotrosdatoscampo20cli,4,,0,,,0,,,1
1331,31,campofecha1,,etiotrodatoscampofecha1|0,0,,0,campofecha1,,,0,6,100,0,,,bverotrosdatoscampofecha1cli,4,,0,,,0,,,1
1332,31,campofecha2,,etiotrodatoscampofecha2|0,0,,0,campofecha2,,,0,6,100,0,,,bverotrosdatoscampofecha2cli,4,,0,,,0,,,1
1333,31,campofecha3,,etiotrodatoscampofecha3|0,0,,0,campofecha3,,,0,6,100,0,,,bverotrosdatoscampofecha3cli,4,,0,,,0,,,1
1334,31,campofecha4,,etiotrodatoscampofecha4|0,0,,0,campofecha4,,,0,6,100,0,,,bverotrosdatoscampofecha4cli,4,,0,,,0,,,1
1335,31,campofecha5,,etiotrodatoscampofecha5|0,0,,0,campofecha5,,,0,6,100,0,,,bverotrosdatoscampofecha5cli,4,,0,,,0,,,1
1336,31,campofecha6,,etiotrodatoscampofecha6|0,0,,0,campofecha6,,,0,6,100,0,,,bverotrosdatoscampofecha6cli,4,,0,,,0,,,1
1337,31,campofecha7,,etiotrodatoscampofecha7|0,0,,0,campofecha7,,,0,6,100,0,,,bverotrosdatoscampofecha7cli,4,,0,,,0,,,1
1338,31,campofecha8,,etiotrodatoscampofecha8|0,0,,0,campofecha8,,,0,6,100,0,,,bverotrosdatoscampofecha8cli,4,,0,,,0,,,1
1339,31,perso83,,etiotrodatosperso83|0,0,,0,perso83,,,0,1,100,0,,,bverotrosdatosperso83cli,4,,0,,,0,,,1
1340,31,perso84,,etiotrodatosperso84|0,0,,0,perso84,,,0,1,100,0,,,bverotrosdatosperso84cli,4,,0,,,0,,,1
1341,31,perso85,,etiotrodatosperso85|0,0,,0,perso85,,,0,1,100,0,,,bverotrosdatosperso85cli,4,,0,,,0,,,1
1342,31,perso86,,etiotrodatosperso86|0,0,,0,perso86,,,0,1,100,0,,,bverotrosdatosperso86cli,4,,0,,,0,,,1
1343,31,perso87,,etiotrodatosperso87|0,0,,0,perso87,,,0,1,100,0,,,bverotrosdatosperso87cli,4,,0,,,0,,,1
1344,31,perso88,,etiotrodatosperso88|0,0,,0,perso88,,,0,1,100,0,,,bverotrosdatosperso88cli,4,,0,,,0,,,1
1345,31,persofecha2,,etiotrodatoscampopersofecha2|0,0,,0,persofecha2,,,0,6,100,0,,,bverotrosdatospersofecha2cli,4,,0,,,0,,,1
1346,31,persofecha3,,etiotrodatoscampopersofecha3|0,0,,0,persofecha3,,,0,6,100,0,,,bverotrosdatospersofecha3cli,4,,0,,,0,,,1
1347,31,persofecha4,,etiotrodatoscampopersofecha4|0,0,,0,persofecha4,,,0,6,100,0,,,bverotrosdatospersofecha4cli,4,,0,,,0,,,1
1348,31,persofecha5,,etiotrodatoscampopersofecha5|0,0,,0,persofecha5,,,0,6,100,0,,,bverotrosdatospersofecha5cli,4,,0,,,0,,,1
1349,31,persofecha9,,etiotrodatospersofecha9|0,0,,0,persofecha9,,,0,6,100,0,,,bverotrosdatospersofecha9cli,4,,0,,,0,,,1
1350,31,persofecha7,,etiotrodatospersofecha7|0,0,,0,persofecha7,,,0,6,100,0,,,bverotrosdatospersofecha7cli,4,,0,,,0,,,1
1351,31,persofecha6,,etiotrodatospersofecha6|0,0,,0,persofecha6,,,0,6,100,0,,,bverotrosdatospersofecha6cli,4,,0,,,0,,,1
1352,31,persofecha8,,etiotrodatospersofecha8|0,0,,0,persofecha8,,,0,6,100,0,,,bverotrosdatospersofecha8cli,4,,0,,,0,,,1
1353,31,perso79,,etiotrodatosperso79|0,0,,0,perso79,,,0,1,100,0,,,bverotrosdatosperso79cli,4,,0,,,0,,,1
1354,31,perso78,,etiotrodatosperso78|0,0,,0,perso78,,,0,1,100,0,,,bverotrosdatosperso78cli,4,,0,,,0,,,1
1355,31,perso77,,etiotrodatosperso77|0,0,,0,perso77,,,0,1,100,0,,,bverotrosdatosperso77cli,4,,0,,,0,,,1
1356,31,perso76,,etiotrodatosperso76|0,0,,0,perso76,,,0,1,100,0,,,bverotrosdatosperso76cli,4,,0,,,0,,,1
1357,31,perso75,,etiotrodatosperso75|0,0,,0,perso75,,,0,1,100,0,,,bverotrosdatosperso75cli,4,,0,,,0,,,1
1358,31,perso74,,etiotrodatosperso74|0,0,,0,perso74,,,0,1,100,0,,,bverotrosdatosperso74cli,4,,0,,,0,,,1
1362,30,Empresa,,Empresa,0,,0,,,,0,8,0,0,,,,0,,0,,,1,,,1
1363,30,Potenciales,,Potenciales,0,"select icodcli, tipobd, snombrecli, codigo, estadocli from [[instancia]advabousu[empresa]].dbo.clientes where tipobd = 1
",0,icodcli,,,0,2,1,0,,,,1,,0,,,1,,,1
1364,30,Provincia,,Provincia,0,"SELECT id,nombre FROM provincias",0,sprovinciacli,,,0,2,2,0,,,,0,,0,,,1,,,1
1365,30,País,,País,0,"SELECT id, nombre FROM paises",0,snombrepais,,,0,2,3,0,,,,0,,0,,,0,,,1
1366,30,Con Correo,,Con Correo,0,email <> '',0,email,,,0,0,4,0,Correo,,,0,,0,,,1,,,1
1367,30,Tipo Potencial,,Tipo Potencial,0,"SELECT tipocliente as tipofichero, tabla, CAST(id AS VARCHAR) AS campo FROM [[instancia]advabousu[empresa]].dbo.ContadorTiposCliente WHERE tabla = 'clientespotenciales'",0,tipofichero,,,0,2,6,0,,,,0,,0,,,1,,,1
1368,30,Núm. Actuaciones,,Núm. Actuaciones,0,,0,numactuaciones,,,0,3,7,0,,,,0,,0,,,0,,,1
1369,30,Act. Retrasadas,,Act. Retrasadas,0,,0,numactretrasadas,,,0,3,8,0,,,,0,,0,,,0,,,1
1370,30,Dormido Historial,,Dormido Historial,0,"select valor,codigo  from (select 'Sí', 1 union select 'No', 0) AS Valores(valor, codigo)",0,dormidohistorial,,,0,2,9,0,,,,0,,0,,,1,,,1
1371,30,Dormido Oportunidad,,OporDormido,0,"select valor,codigo  from (select 'Sí', 1 union select 'No', 0) AS Valores(valor, codigo)",0,dormidooportunidad,,,0,2,10,0,,,bveroportunidades,1,,0,,,0,,,1
1372,30,Sin Correo,,Sin Correo,0,email = '',0,email,,,0,0,5,0,Correo,,,0,,0,,,1,,,1
1373,30,proximovencimiento,,Próximo Vencimiento,0,,0,proximovencimiento,,,0,6,11,0,,,,0,,0,,,0,,,1
1374,30,nie,,etiotrodatosnie|2,0,,0,nie,,,0,1,21,0,,,bverotrosdatosniepot,4,,0,,,0,,,1
1375,30,pasaporte,,etiotrodatospasaporte|2,0,,0,pasaporte,,,0,1,22,0,,,bverotrosdatospasaportepot,4,,0,,,0,,,1
1376,30,tarjetaresidencia,,etiotrodatostarjetaresidencia|2,0,,0,tarjetaresidencia,,,0,1,23,0,,,bverotrosdatostarjetaresidenciapot,4,,0,,,0,,,1
1377,30,campo21,,etiotrodatoscampo21|2,0,,0,campo21,,,0,1,24,0,,,bverotrosdatoscampo21pot,4,,0,,,0,,,1
1378,30,campo22,,etiotrodatoscampo22|2,0,,0,campo22,,,0,1,25,0,,,bverotrosdatoscampo22pot,4,,0,,,0,,,1
1379,30,campo23,,etiotrodatoscampo23|2,0,,0,campo23,,,0,1,26,0,,,bverotrosdatoscampo23pot,4,,0,,,0,,,1
1380,30,campo24,,etiotrodatoscampo24|2,0,,0,campo24,,,0,1,27,0,,,bverotrosdatoscampo24pot,4,,0,,,0,,,1
1381,30,origen,,etiotrodatosorigen|2,0,,0,origen,,,0,1,28,0,,,bverotrosdatosorigenpot,4,,0,,,0,,,1
1382,30,zona,,etiotrodatoszona|2,0,,0,zona,,,0,1,29,0,,,bverotrosdatoszonapot,4,,0,,,0,,,1
1383,30,empresa,,etiotrodatosempresa|2,0,,0,empresa,,,0,1,30,0,,,bverotrosdatosempresapot,4,,0,,,0,,,1
1384,30,departamento,,etiotrodatosdepartamento|2,0,,0,departamento,,,0,1,31,0,,,bverotrosdatosdepartamentopot,4,,0,,,0,,,1
1385,30,cargo,,etiotrodatoscargo|2,0,,0,cargo,,,0,1,32,0,,,bverotrosdatoscargopot,4,,0,,,0,,,1
1386,30,numempleados,,etiotrodatosnumempleados|2,0,,0,numempleados,,,0,3,33,0,,,bverotrosdatosnumempleadospot,4,,0,,,0,,,1
1387,30,sector,,etiotrodatossector|2,0,,0,sector,,,0,1,34,0,,,bverotrosdatossectorpot,4,,0,,,0,,,1
1388,30,fechanacimiento,,etiotrodatosfechanacimiento|2,0,,0,fechanacimiento,,,0,13,35,0,,,,4,,0,,,0,,,1
1389,30,fechapermiso,,etiotrodatosfechapermiso|2,0,,0,fechapermiso,,,0,6,36,0,,,bverotrosdatosfechapermisopot,4,,0,,,0,,,1
1390,30,campofecha9,,etiotrodatosfecha9|2,0,,0,campofecha9,,,0,6,37,0,,,bverotrosdatosfecha9pot,4,,0,,,0,,,1
1391,30,campofecha10,,etiotrodatosfecha10|2,0,,0,campofecha10,,,0,6,38,0,,,bverotrosdatosfecha10pot,4,,0,,,0,,,1
1392,30,campofecha11,,etiotrodatosfecha11|2,0,,0,campofecha11,,,0,6,39,0,,,bverotrosdatosfecha11pot,4,,0,,,0,,,1
1393,30,campofecha12,,etiotrodatosfecha12|2,0,,0,campofecha12,,,0,6,40,0,,,bverotrosdatosfecha12pot,4,,0,,,0,,,1
1394,30,campofecha13,,etiotrodatosfecha13|2,0,,0,campofecha13,,,0,6,41,0,,,bverotrosdatosfecha13pot,4,,0,,,0,,,1
1395,30,campo1,,etiotrodatoscampo1|2,0,,0,campo1,,,0,1,42,0,,,bverotrosdatoscampo1pot,4,,0,,,0,,,1
1396,30,campo2,,etiotrodatoscampo2|2,0,,0,campo2,,,0,1,43,0,,,bverotrosdatoscampo2pot,4,,0,,,0,,,1
1397,30,campo3,,etiotrodatoscampo3|2,0,,0,campo3,,,0,1,44,0,,,bverotrosdatoscampo3pot,4,,0,,,0,,,1
1398,30,campo4,,etiotrodatoscampo4|2,0,,0,campo4,,,0,1,45,0,,,bverotrosdatoscampo4pot,4,,0,,,0,,,1
1399,30,campo5,,etiotrodatoscampo5|2,0,,0,campo5,,,0,1,46,0,,,bverotrosdatoscampo5pot,4,,0,,,0,,,1
1400,30,campo6,,etiotrodatoscampo6|2,0,,0,campo6,,,0,1,47,0,,,bverotrosdatoscampo6pot,4,,0,,,0,,,1
1401,30,campo7,,etiotrodatoscampo7|2,0,,0,campo7,,,0,1,48,0,,,bverotrosdatoscampo7pot,4,,0,,,0,,,1
1402,30,campo8,,etiotrodatoscampo8|2,0,,0,campo8,,,0,1,49,0,,,bverotrosdatoscampo8pot,4,,0,,,0,,,1
1403,30,campo9,,etiotrodatoscampo9|2,0,,0,campo9,,,0,1,50,0,,,bverotrosdatoscampo9pot,4,,0,,,0,,,1
1404,30,campo10,,etiotrodatoscampo10|2,0,,0,campo10,,,0,1,51,0,,,bverotrosdatoscampo10pot,4,,0,,,0,,,1
1405,30,campo11,,etiotrodatoscampo11|2,0,,0,campo11,,,0,1,52,0,,,bverotrosdatoscampo11pot,4,,0,,,0,,,1
1406,30,campo12,,etiotrodatoscampo12|2,0,,0,campo12,,,0,1,53,0,,,bverotrosdatoscampo12pot,4,,0,,,0,,,1
1407,30,campo13,,etiotrodatoscampo13|2,0,,0,campo13,,,0,1,54,0,,,bverotrosdatoscampo13pot,4,,0,,,0,,,1
1408,30,campo14,,etiotrodatoscampo14|2,0,,0,campo14,,,0,1,55,0,,,bverotrosdatoscampo14pot,4,,0,,,0,,,1
1409,30,campo15,,etiotrodatoscampo15|2,0,,0,campo15,,,0,1,56,0,,,bverotrosdatoscampo15pot,4,,0,,,0,,,1
1410,30,campo16,,etiotrodatoscampo16|2,0,,0,campo16,,,0,1,57,0,,,bverotrosdatoscampo16pot,4,,0,,,0,,,1
1411,30,campo17,,etiotrodatoscampo17|2,0,,0,campo17,,,0,1,58,0,,,bverotrosdatoscampo17pot,4,,0,,,0,,,1
1412,30,campo18,,etiotrodatoscampo18|2,0,,0,campo18,,,0,1,59,0,,,bverotrosdatoscampo18pot,4,,0,,,0,,,1
1413,30,campo19,,etiotrodatoscampo19|2,0,,0,campo19,,,0,1,60,0,,,bverotrosdatoscampo19pot,4,,0,,,0,,,1
1414,30,campo20,,etiotrodatoscampo20|2,0,,0,campo20,,,0,1,61,0,,,bverotrosdatoscampo20pot,4,,0,,,0,,,1
1415,30,campofecha1,,etiotrodatoscampofecha1|2,0,,0,campofecha1,,,0,6,62,0,,,bverotrosdatoscampofecha1pot,4,,0,,,0,,,1
