icodcli,codcliente,codtercero,recargabonos,backcolor,codmutua,numero,tipoalerta,CNAE,fechacaducidadNET,fechaCapSocial,codcontacto,dpto,idtipofichero,presidente,secretario,clasejunta,idGestorcuadroRendimiento,idComisionTipoOpor,idIndicadorDatoDeUso,modoComision,fijoComision,estadoAEAT,docPdteFirma,tieneCobrosPdte,snombretutor1,sniftutor1,stelefonotutor1,emailtutor1,facturartutor1,snombretutor2,sniftutor2,stelefonotutor2,emailtutor2,facturartutor2,idTarifa,creadoEl,diaCobro,nifcomunitario,ctaIrpfComision,ctasuplidos,ctacontrsuplidos,tipoId,escliface,codorganogestor,codunidadtramitadora,codoficinacontable,codorganoproponente,nomorganogestor,nomunidadtramitadora,nomoficinacontable,nomorganoproponente,rolorganogestor,rolunidadtramitadora,roloficinacontable,rolorganoproponente,mascotaraza,mascotaespecie,mascotavariedad,mascotanumero,mascotacaracter,mascotabozal,mascotaesteriliz,mascotacapa,mascotasexo,costeHoraDefecto,alertaOdontograma,paisTipoId,precio,operacion,descripcion,estadoLOPD,fijodiscontinuo,recursotipo,recursonumhabitacion,erte,nombrepral,ape1,ape2,recursoplanta,recursotipohabitacion,comComerciales,pasaporteMascota,numChapaRabia,municipio,tipogasto
853,,,,,,845,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:34:57.933000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,,,,,,846,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:34:58.213000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,,,,,,847,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:34:58.457000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,,,,,,848,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:34:58.697000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
857,,,,,,849,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:34:58.973000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,,,,,,850,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:34:59.947000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,,,,,,851,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:00.083000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
860,,,,,,852,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:00.340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,,,,,,853,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:00.767000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,,,,,,854,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:01.320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,,,,,,855,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:02.037000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,,,,,,856,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:02.593000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
865,,,,,,857,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:03.283000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
866,,,,,,858,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:03.863000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,,,,,,859,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:04.433000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,,,,,,860,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:04.837000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
869,,,,,,861,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:05.563000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,,,,,,862,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:05.983000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,,,,,,863,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:06.540000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
872,,,,,,864,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:07.403000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
873,,,,,,865,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:07.983000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,,,,,,866,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:08.393000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,,,,,,867,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:09.267000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,,,,,,868,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:09.790000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,,,,,,869,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:10.177000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,,,,,,870,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:10.877000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,,,,,,871,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:11.147000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
880,,,,,,872,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:11.257000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,,,,,,873,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:11.367000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
882,,,,,,874,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:11.963000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
883,,,,,,875,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:12.537000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
884,,,,,,876,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:12.960000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,,,,,,877,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:13.487000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,,,,,,878,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:13.867000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
887,,,,,,879,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:14.147000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,,,,,,880,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:14.707000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,,,,,,881,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:15.247000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,,,,,,882,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:15.773000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,,,,,,883,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:16.300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,,,,,,884,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:17.320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,,,,,,885,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:17.833000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,,,,,,886,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:18.390000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,,,,,,887,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:18.807000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,,,,,,888,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:19.350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,,,,,,889,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:19.903000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,,,,,,890,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:20.297000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
899,,,,16777215,,891,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:20.570000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,,,,,,892,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:21.127000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
901,,,,,,893,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:21.717000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
902,,,,,,894,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:21.990000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,,,,,,895,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:22.517000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
904,,,,,,896,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:23.073000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
905,,,,,,897,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:23.630000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
906,,,,,,898,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:24.200000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
907,,,,,,899,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:24.483000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,,,,,,900,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:25.037000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
909,,,,,,901,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:25.603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,,,,,,902,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:26.133000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
911,,,,,,903,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:26.650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,,,,,,904,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:27.173000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
913,,,,,,905,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:28.073000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
914,,,,,,906,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:28.503000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
915,,,,,,907,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:28.793000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
916,,,,,,908,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:29.080000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
917,,,,,,909,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:29.213000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,,,,,,910,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:29.613000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
919,,,,,,911,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:30.167000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,,,,,,912,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:30.603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
921,,,,,,913,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:31.177000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
922,,,,,,914,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:32.070000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
923,,,,,,915,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:32.597000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,,,,,,916,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:33.147000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
925,,,,,,917,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:33.567000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,,,,,,918,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:34.247000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,,,,,,919,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:34.773000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
928,,,,,,920,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:35.223000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,,,,,,921,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:35.537000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,,,,,,922,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:35.913000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
931,,,,,,923,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:36.630000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,,,,16777215,,924,,,,,,,9,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:37.157000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,,,,,,925,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:37.557000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
934,,,,,,926,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:38.117000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,,,,,,927,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:38.677000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
936,,,,,,928,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:39.243000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
937,,,,,,929,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:39.813000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
938,,,,,,930,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:40.057000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
939,,,,,,931,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:40.627000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
940,,,,,,932,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:41.177000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
941,,,,,,933,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:41.910000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
942,,,,,,934,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:42.620000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,,,,,,935,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:43.013000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,,,,,,936,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:43.337000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,,,,,,937,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:44.027000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,,,,,,938,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:44.463000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,,,,,,939,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:44.883000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
948,,,,,,940,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:45.313000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
949,,,,,,941,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:46.020000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,,,,,,942,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:46.723000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
951,,,,,,943,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:47.353000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
952,,,,,,944,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:47.773000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,,,,,,945,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:47.930000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
954,,,,,,946,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:48.533000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
955,,,,,,947,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:49.127000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
956,,,,,,948,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:49.567000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
957,,,,,,949,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:50.303000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
958,,,,,,950,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:51.030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
959,,,,,,951,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:51.743000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,,,,,,952,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:52.173000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,,,,,,953,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:52.617000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,,,,,,954,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:52.970000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
963,,,,,,955,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:53.253000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,,,,,,956,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:55.977000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
965,,,,,,957,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:56.090000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:56.147000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,,,,,,958,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:56.663000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
968,,,,,,959,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:56.977000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,,,,,,960,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:57.257000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
971,,,,,,961,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:57.467000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
972,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:57.660000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,,,,,,962,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:57.993000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,,,,,,963,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:58.163000,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,
975,,,,,,964,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:58.437000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,,,,,,965,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:58.537000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,,,,,,966,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:58.623000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,,,,,,967,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,2024-06-20 09:35:59.750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,M,,,,,,,,,,,,,,,,,,,,,
